language,surface_pattern,surface_patterns,variants,canonical_reference,reference_type,source_work,source_author,source_location,short_explanation,explanation_key,source_work_key,source_author_key,learner_level,register,confidence,source_url,source_license,source_dataset,notes
en,the north wind and the sun,,north wind and the sun,north wind and the sun,proverb_tradition,The North Wind and the Sun,Aesop tradition,,Gentle persuasion can succeed where force fails.,mnemosyne.en.explanation.aesop_fable_phrases.north_wind_and_the_sun,mnemosyne.en.work.the_north_wind_and_the_sun,mnemosyne.en.author.aesop_tradition,B2,proverbial,0.76,https://www.gutenberg.org/ebooks/11339,public_domain,en_aesop_fable_phrases,Fable-tradition expression; not tied to one fixed English text.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,the oak and the reed,,oak and the reed,oak and the reed,proverb_tradition,The Oak and the Reed,Aesop tradition,,Flexibility may survive where rigid strength fails.,mnemosyne.en.explanation.aesop_fable_phrases.oak_and_the_reed,mnemosyne.en.work.the_oak_and_the_reed,mnemosyne.en.author.aesop_tradition,C1,proverbial,0.76,https://www.gutenberg.org/ebooks/11339,public_domain,en_aesop_fable_phrases,Fable-tradition expression; not tied to one fixed English text.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,the shepherd boy and the wolf,,shepherd boy and the wolf,the shepherd boy and the wolf,proverb_tradition,Aesop’s Fables / fable tradition,Aesop / fable tradition,,Repeated lies destroy trust.,mnemosyne.en.explanation.aesop_fable_phrases.the_shepherd_boy_and_the_wolf,mnemosyne.en.work.aesop_s_fables_fable_tradition,mnemosyne.en.author.aesop_fable_tradition,C1,proverbial,0.74,https://www.gutenberg.org/ebooks/11339,public_domain,en_aesop_fable_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,the sick lion,,sick lion,the sick lion,proverb_tradition,Aesop’s Fables / fable tradition,Aesop / fable tradition,,Predators may lure victims with false weakness.,mnemosyne.en.explanation.aesop_fable_phrases.the_sick_lion,mnemosyne.en.work.aesop_s_fables_fable_tradition,mnemosyne.en.author.aesop_fable_tradition,C1,proverbial,0.74,https://www.gutenberg.org/ebooks/11339,public_domain,en_aesop_fable_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,the stag at the pool,,stag at the pool,the stag at the pool,proverb_tradition,Aesop’s Fables / fable tradition,Aesop / fable tradition,,Admiring the wrong strengths can be dangerous.,mnemosyne.en.explanation.aesop_fable_phrases.the_stag_at_the_pool,mnemosyne.en.work.aesop_s_fables_fable_tradition,mnemosyne.en.author.aesop_fable_tradition,C1,proverbial,0.74,https://www.gutenberg.org/ebooks/11339,public_domain,en_aesop_fable_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,the tortoise and the hare,,tortoise and the hare,the tortoise and the hare,proverb_tradition,The Tortoise and the Hare,Aesop tradition,,A contrast between persistence and overconfident speed.,mnemosyne.en.explanation.aesop_fable_phrases.the_tortoise_and_the_hare,mnemosyne.en.work.the_tortoise_and_the_hare,mnemosyne.en.author.aesop_tradition,B1,proverbial,0.76,https://www.gutenberg.org/ebooks/11339,public_domain,en_aesop_fable_phrases,Fable-tradition expression; not tied to one fixed English text.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,the town mouse and the country mouse,,town mouse and the country mouse,the town mouse and the country mouse,proverb_tradition,The Town Mouse and the Country Mouse,Aesop tradition,,A contrast between urban luxury and rural simplicity.,mnemosyne.en.explanation.aesop_fable_phrases.the_town_mouse_and_the_country_mouse,mnemosyne.en.work.the_town_mouse_and_the_country_mouse,mnemosyne.en.author.aesop_tradition,B2,proverbial,0.76,https://www.gutenberg.org/ebooks/11339,public_domain,en_aesop_fable_phrases,Fable-tradition expression; not tied to one fixed English text.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,the vain jackdaw,,vain jackdaw,the vain jackdaw,proverb_tradition,Aesop’s Fables / fable tradition,Aesop / fable tradition,,Pretending to status you do not possess.,mnemosyne.en.explanation.aesop_fable_phrases.the_vain_jackdaw,mnemosyne.en.work.aesop_s_fables_fable_tradition,mnemosyne.en.author.aesop_fable_tradition,C1,proverbial,0.74,https://www.gutenberg.org/ebooks/11339,public_domain,en_aesop_fable_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,the wolf and the lamb,,wolf and the lamb,wolf and the lamb,proverb_tradition,The Wolf and the Lamb,Aesop tradition,,The powerful may invent excuses to oppress the weak.,mnemosyne.en.explanation.aesop_fable_phrases.wolf_and_the_lamb,mnemosyne.en.work.the_wolf_and_the_lamb,mnemosyne.en.author.aesop_tradition,C1,proverbial,0.76,https://www.gutenberg.org/ebooks/11339,public_domain,en_aesop_fable_phrases,Fable-tradition expression; not tied to one fixed English text.; Source URL added by v3 normalisation as a stable public-domain reference for review.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,"united we stand, divided we fall",,,"united we stand, divided we fall",proverb_tradition,Aesop’s Fables / fable tradition,Aesop / fable tradition,,Unity brings strength; division brings weakness.,mnemosyne.en.explanation.aesop_fable_phrases.united_we_stand_divided_we_fall,mnemosyne.en.work.aesop_s_fables_fable_tradition,mnemosyne.en.author.aesop_fable_tradition,C1,proverbial,0.74,https://www.gutenberg.org/ebooks/11339,public_domain,en_aesop_fable_phrases,Expanded Mnemosyne candidate; source attribution and wording should be reviewed.; Source URL added by v3 normalisation as a stable public-domain reference for review.
en,Achilles and the tortoise,,,Achilles and the tortoise,classical_or_scriptural_allusion,Zeno’s paradoxes,Zeno of Elea,,A paradox about motion and infinite division.,mnemosyne.en.explanation.classical_allusions.achilles_and_the_tortoise,mnemosyne.en.work.zeno_s_paradoxes,mnemosyne.en.author.zeno_of_elea,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.86.
en,Achilles’ heel,,,Achilles’ heel,classical_or_scriptural_allusion,Iliad and later Achilles myth,Homeric and classical tradition,,A single vulnerable point in an otherwise strong person or system.,mnemosyne.en.explanation.classical_allusions.achilles_heel,mnemosyne.en.work.iliad_and_later_achilles_myth,mnemosyne.en.author.homeric_and_classical_tradition,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Ajax,,,Ajax,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A strong warrior figure.,mnemosyne.en.explanation.classical_allusions.ajax,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,Aphrodite,,,Aphrodite,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,"Beauty, desire, or love personified.",mnemosyne.en.explanation.classical_allusions.aphrodite,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,Apollonian,,,Apollonian,classical_or_scriptural_allusion,Greek myth,Classical tradition,,"Ordered, rational, balanced, or restrained.",mnemosyne.en.explanation.classical_allusions.apollonian,mnemosyne.en.work.greek_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.86.
en,Argonauts,,,Argonauts,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,Adventurers pursuing a difficult prize.,mnemosyne.en.explanation.classical_allusions.argonauts,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,Argus,,,Argus,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A many-eyed watcher.,mnemosyne.en.explanation.classical_allusions.argus,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,Argus-eyed,,,Argus-eyed,classical_or_scriptural_allusion,Argus Panoptes myth,Classical tradition,,Watchful and observant.,mnemosyne.en.explanation.classical_allusions.argus_eyed,mnemosyne.en.work.argus_panoptes_myth,mnemosyne.en.author.classical_tradition,C2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.82.
en,Ariadne’s thread,,,Ariadne’s thread,classical_or_scriptural_allusion,Theseus myth,Classical tradition,,A clue or method guiding one through complexity.,mnemosyne.en.explanation.classical_allusions.ariadne_s_thread,mnemosyne.en.work.theseus_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,between Scylla and Charybdis,,Scylla and Charybdis,between Scylla and Charybdis,classical_or_scriptural_allusion,Odyssey,Homer,Book 12,Between two dangerous alternatives.,mnemosyne.en.explanation.classical_allusions.between_scylla_and_charybdis,mnemosyne.en.work.odyssey,mnemosyne.en.author.homer,C1,classical,0.78,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,beware Greeks bearing gifts,,Greek gift,beware Greeks bearing gifts,classical_or_scriptural_allusion,Aeneid,Virgil,Book 2,Be suspicious of enemies offering presents.,mnemosyne.en.explanation.classical_allusions.beware_greeks_bearing_gifts,mnemosyne.en.work.aeneid,mnemosyne.en.author.virgil,C1,classical,0.78,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,bread and circuses,,,bread and circuses,classical_or_scriptural_allusion,Satires,Juvenal,Satire 10,Public appeasement through food and entertainment.,mnemosyne.en.explanation.classical_allusions.bread_and_circuses,mnemosyne.en.work.satires,mnemosyne.en.author.juvenal,C1,classical,0.78,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,calliope,,,Calliope,classical_or_scriptural_allusion,Greek myth,Classical tradition,,The muse of epic poetry; a source of poetic inspiration.,mnemosyne.en.explanation.classical_allusions.calliope,mnemosyne.en.work.greek_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.82.
en,carpe diem,,,carpe diem,classical_or_scriptural_allusion,Odes,Horace,Book 1 Ode 11,Seize the day; enjoy the present.,mnemosyne.en.explanation.classical_allusions.carpe_diem,mnemosyne.en.work.odes,mnemosyne.en.author.horace,B2,classical,0.78,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Cassandra,,,Cassandra,classical_or_scriptural_allusion,Trojan War myth,Classical tradition,,A truthful prophet whose warnings are ignored.,mnemosyne.en.explanation.classical_allusions.cassandra,mnemosyne.en.work.trojan_war_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Cerberus,,,Cerberus,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A fierce guardian.,mnemosyne.en.explanation.classical_allusions.cerberus,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,Charon,,,Charon,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A ferryman of the dead; grim passage figure.,mnemosyne.en.explanation.classical_allusions.charon,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,cross the Styx,,,cross the Styx,classical_or_scriptural_allusion,Greek afterlife myth,Classical tradition,,Die or pass into the underworld.,mnemosyne.en.explanation.classical_allusions.cross_the_styx,mnemosyne.en.work.greek_afterlife_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.86.
en,crossing the Rubicon,,cross the Rubicon,crossing the Rubicon,classical_or_scriptural_allusion,Roman history,Classical tradition,,Pass a point of no return.,mnemosyne.en.explanation.classical_allusions.crossing_the_rubicon,mnemosyne.en.work.roman_history,mnemosyne.en.author.classical_tradition,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Daedalian,,,Daedalian,classical_or_scriptural_allusion,Daedalus myth,Classical tradition,,Ingenious or maze-like.,mnemosyne.en.explanation.classical_allusions.daedalian,mnemosyne.en.work.daedalus_myth,mnemosyne.en.author.classical_tradition,C2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.82.
en,Daedalus,,,Daedalus,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A brilliant artificer or ingenious maker.,mnemosyne.en.explanation.classical_allusions.daedalus,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,deus ex machina,,,deus ex machina,classical_or_scriptural_allusion,Greek drama tradition,Classical theatre,,An artificial or unexpected solution to a plot problem.,mnemosyne.en.explanation.classical_allusions.deus_ex_machina,mnemosyne.en.work.greek_drama_tradition,mnemosyne.en.author.classical_theatre,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Dionysian,,,Dionysian,classical_or_scriptural_allusion,Greek myth,Classical tradition,,"Wild, ecstatic, instinctive, or sensual.",mnemosyne.en.explanation.classical_allusions.dionysian,mnemosyne.en.work.greek_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.86.
en,Electra complex,,,Electra complex,classical_or_scriptural_allusion,Electra myth,Sophocles and later tradition,,A psychoanalytic term based on the Electra myth.,mnemosyne.en.explanation.classical_allusions.electra_complex,mnemosyne.en.work.electra_myth,mnemosyne.en.author.sophocles_and_later_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.
en,Elysian fields,,Elysium,Elysian fields,classical_or_scriptural_allusion,Greek afterlife myth,Classical tradition,,A place or state of perfect happiness.,mnemosyne.en.explanation.classical_allusions.elysian_fields,mnemosyne.en.work.greek_afterlife_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,Elysium,,,Elysium,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A blissful place or state.,mnemosyne.en.explanation.classical_allusions.elysium,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,Eurydice,,,Eurydice,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A beloved lost to the underworld.,mnemosyne.en.explanation.classical_allusions.eurydice,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,fly too close to the sun,,,fly too close to the sun,classical_or_scriptural_allusion,Daedalus and Icarus myth,Classical tradition,,Be ruined by excessive ambition.,mnemosyne.en.explanation.classical_allusions.fly_too_close_to_the_sun,mnemosyne.en.work.daedalus_and_icarus_myth,mnemosyne.en.author.classical_tradition,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Gordian knot,,cut the Gordian knot,Gordian knot,classical_or_scriptural_allusion,Alexander legend,Classical tradition,,A complex problem solved by bold action.,mnemosyne.en.explanation.classical_allusions.gordian_knot,mnemosyne.en.work.alexander_legend,mnemosyne.en.author.classical_tradition,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,gorgon,,,gorgon,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A frightening or repellent woman or monster.,mnemosyne.en.explanation.classical_allusions.gorgon,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,Hades,,,Hades,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,The underworld or a hellish place.,mnemosyne.en.explanation.classical_allusions.hades,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,halcyon days,,,halcyon days,classical_or_scriptural_allusion,Alcyone myth,Classical tradition,,"A peaceful, happy time in the past.",mnemosyne.en.explanation.classical_allusions.halcyon_days,mnemosyne.en.work.alcyone_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.86.
en,Hector,,,Hector,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A noble but doomed defender.,mnemosyne.en.explanation.classical_allusions.hector,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,Helen of Troy,,,Helen of Troy,classical_or_scriptural_allusion,Trojan War myth,Classical tradition,,A woman associated with beauty and destructive conflict.,mnemosyne.en.explanation.classical_allusions.helen_of_troy,mnemosyne.en.work.trojan_war_myth,mnemosyne.en.author.classical_tradition,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,Herculean task,,Herculean labour|Herculean effort,Herculean task,classical_or_scriptural_allusion,Heracles myth,Classical tradition,,A very difficult task requiring great effort.,mnemosyne.en.explanation.classical_allusions.herculean_task,mnemosyne.en.work.heracles_myth,mnemosyne.en.author.classical_tradition,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Homeric laughter,,,Homeric laughter,classical_or_scriptural_allusion,Iliad,Homer,Book 1,"Loud, unrestrained laughter.",mnemosyne.en.explanation.classical_allusions.homeric_laughter,mnemosyne.en.work.iliad,mnemosyne.en.author.homer,C1,classical,0.78,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.86.
en,hubris,,,hubris,classical_or_scriptural_allusion,Greek tragedy,Classical tradition,,Excessive pride leading to downfall.,mnemosyne.en.explanation.classical_allusions.hubris,mnemosyne.en.work.greek_tragedy,mnemosyne.en.author.classical_tradition,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Hydra,,,Hydra,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,"A many-headed, regenerating problem.",mnemosyne.en.explanation.classical_allusions.hydra,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,hydra-headed,,,hydra-headed,classical_or_scriptural_allusion,Hydra myth,Classical tradition,,A problem that multiplies when attacked.,mnemosyne.en.explanation.classical_allusions.hydra_headed,mnemosyne.en.work.hydra_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,Icarus,,,Icarus,classical_or_scriptural_allusion,Daedalus and Icarus myth,Classical tradition,,A symbol of overambitious flight and downfall.,mnemosyne.en.explanation.classical_allusions.icarus,mnemosyne.en.work.daedalus_and_icarus_myth,mnemosyne.en.author.classical_tradition,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,in medias res,,,in medias res,classical_or_scriptural_allusion,Ars Poetica,Horace,,Beginning a story in the middle of events.,mnemosyne.en.explanation.classical_allusions.in_medias_res,mnemosyne.en.work.ars_poetica,mnemosyne.en.author.horace,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,Janus-faced,,,Janus-faced,classical_or_scriptural_allusion,Roman myth,Classical tradition,,"Two-faced, double-looking, or duplicitous.",mnemosyne.en.explanation.classical_allusions.janus_faced,mnemosyne.en.work.roman_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,Jason,,,Jason,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,"A questing hero, often morally ambiguous.",mnemosyne.en.explanation.classical_allusions.jason,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
en,Jason and the Argonauts,,,Jason and the Argonauts,classical_or_scriptural_allusion,Argonautica,Apollonius of Rhodes,,A band of adventurers seeking a great prize.,mnemosyne.en.explanation.classical_allusions.jason_and_the_argonauts,mnemosyne.en.work.argonautica,mnemosyne.en.author.apollonius_of_rhodes,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.86.
en,judgement of Paris,,judgment of Paris,judgement of Paris,classical_or_scriptural_allusion,Judgement of Paris myth,Classical tradition,,A choice among rivals with serious consequences.,mnemosyne.en.explanation.classical_allusions.judgement_of_paris,mnemosyne.en.work.judgement_of_paris_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.86.
en,Lethe,,,Lethe,classical_or_scriptural_allusion,Greek afterlife myth,Classical tradition,,"Forgetfulness, especially oblivion of the past.",mnemosyne.en.explanation.classical_allusions.lethe,mnemosyne.en.work.greek_afterlife_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.86.
en,Martial,,,Martial,classical_or_scriptural_allusion,Mars myth,Roman tradition,,War-like or military.,mnemosyne.en.explanation.classical_allusions.martial,mnemosyne.en.work.mars_myth,mnemosyne.en.author.roman_tradition,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.82.
en,Medea,,,Medea,classical_or_scriptural_allusion,Medea myth,Euripides and classical tradition,,A figure of vengeful destructive passion.,mnemosyne.en.explanation.classical_allusions.medea,mnemosyne.en.work.medea_myth,mnemosyne.en.author.euripides_and_classical_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,Medusa,,,Medusa,classical_or_scriptural_allusion,Medusa myth,Classical tradition,,A terrifying figure whose gaze petrifies.,mnemosyne.en.explanation.classical_allusions.medusa,mnemosyne.en.work.medusa_myth,mnemosyne.en.author.classical_tradition,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,mentor,,,mentor,classical_or_scriptural_allusion,Odyssey,Homer,,A trusted adviser or guide.,mnemosyne.en.explanation.classical_allusions.mentor,mnemosyne.en.work.odyssey,mnemosyne.en.author.homer,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.86.
en,Mercurial,,,Mercurial,classical_or_scriptural_allusion,Mercury myth,Roman tradition,,"Changeable, quick, or lively.",mnemosyne.en.explanation.classical_allusions.mercurial,mnemosyne.en.work.mercury_myth,mnemosyne.en.author.roman_tradition,C1,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,Midas touch,,the Midas touch,Midas touch,classical_or_scriptural_allusion,Midas myth,Classical tradition,,An ability to make everything profitable.,mnemosyne.en.explanation.classical_allusions.midas_touch,mnemosyne.en.work.midas_myth,mnemosyne.en.author.classical_tradition,B2,classical,0.76,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.90.
en,narcissism,,,narcissism,classical_or_scriptural_allusion,Narcissus myth,Ovid,Metamorphoses,Excessive self-love or self-absorption.,mnemosyne.en.explanation.classical_allusions.narcissism,mnemosyne.en.work.narcissus_myth,mnemosyne.en.author.ovid,B2,classical,0.78,,public_domain,en_classical_allusions,Classical allusion; English surface form is later conventional usage.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.88.
en,Nemean lion,,,Nemean lion,classical_or_scriptural_allusion,Classical Greek and Roman literature / myth,Classical tradition,,A formidable first challenge.,mnemosyne.en.explanation.classical_allusions.nemean_lion,mnemosyne.en.work.classical_greek_and_roman_literature_myth,mnemosyne.en.author.classical_tradition,C1,classical,0.74,,public_domain,en_classical_allusions,Expanded Mnemosyne candidate; source attribution and wording should be reviewed. Needs source-location review.
